group	size	x	y
1	3.78858041187729	2.86922063087752	36.088
1	2.73582227822858	3.52027677612856	67.69
1	3.90056312109512	3.62145295412403	54.518
1	3.19736595083371	3.73824830136585	37.928
1	4.46453243825343	3.97511176153781	67.065
1	3.79526781459781	4.22501524446638	71.93
1	3.35607768652169	4.22171737130058	70.63
1	2.20485289962396	4.26170665489421	63.3
1	6.16792289003002	2.79950157150347	45.252
1	3.53976812114815	4.22199144124559	71.44
1	2.81471609122633	3.03574858899122	47.014
1	3.05220670001444	3.47426454954607	46.714
1	2.9610537888449	3.45639180910827	67.45
1	2.37072349162699	3.35480181759101	56.024
1	6.97621855271662	3.69772714141292	59.504
1	3.44655454239327	3.81937903012836	70.9
1	3.14909503433608	2.93183198403372	43.591
1	2.92336870864751	2.66661110417941	44.057
1	3.34757166221633	2.62492535061919	40.317
1	3.30782162735445	3.22637987429751	47.049
1	4.3368350603117	4.27808039981948	72.88
1	2.67735023459362	3.02938916574454	43.457
1	2.97123527605258	3.04300997815182	45.569
1	3.54044011084839	3.73989058679744	63.441
1	16.5531913783875	2.83052457318799	63.11888
1	4.35038025132544	3.51383796355758	61.623
1	2.2160763592141	3.28725912183523	48.944
1	4.37455018252077	2.95659870133898	45.989
1	2.56090972685213	3.50693136290256	54.907
1	2.66036651353825	3.70911275007028	67.849
1	3.21537493623831	3.3762485776605	49.801
1	3.01166158413321	3.96208935173804	69.61
1	3.46806426162453	3.72472183764533	70.723
1	3.55193230467513	4.11755146113333	70.29
1	3.10079241720181	4.2756846000415	73.47
1	2.17087873000324	3.5675218560883	44.366
1	3.06444862193537	3.34041922627685	59.631
1	3.23810401088213	3.72271573245366	58.796
1	4.92195391625558	3.30621225628536	51.137
1	2.95745529779742	3.65516207131792	58.207
1	2.23122438329639	2.82763562139798	40.516
1	2.73525989738534	2.71123696616486	44.142
1	4.74697450431546	2.75300357040352	43.515
1	3.06078683752956	4.15712044202774	70.87
1	5.56319637064879	4.20701982774602	72.38
1	2.34269728985983	4.0569790716354	48.69
1	2.3351297849454	2.87857167693004	38.308
1	6.39623672078219	4.255662718746	71
1	3.51117948275975	3.07122775728131	49.875
1	3.47284995630535	4.10465197432477	72.34
1	3.11828555142266	3.60545678249039	53.738
1	2.96008009475594	2.87020850531013	38.842
1	2.3727098462034	2.91393278384802	36.486
1	3.06755710938846	3.21865546998006	48.042
1	2.84488057873218	3.40309345760668	53.884
1	2.99826188671261	3.91991072809031	72
1	3.59348535865648	4.00726356033899	69.76
1	2.19150922803486	4.19860385843004	74.46
1	13.80268219545	2.85975807721828	50.651
1	7.45761468442735	3.04575623818387	49.203
1	4.73997201266906	3.98289592362557	55.234
1	3.56763383638031	3.98118584246344	56.95
1	2.85345330456191	3.97912812108504	71.28
1	2.86368347727537	4.10676636344731	71.63
1	5.65287060086742	4.08881885753772	72.19
1	2.68999316874704	3.8712160892056	69
1	7.13055322481227	4.16963877108206	73.42
1	2.61783625260595	3.32445867085747	56.528
1	3.71603875692771	3.08719911842289	53.559
1	3.90188484062719	3.56839200934875	63.983
1	4.86666996699194	3.48156826189899	62.612
1	2.43832290098838	5.03881031586781	67.712
1	2.8023491439975	3.87427211945096	65.421
1	2.50956782109762	2.69599061663994	49.767
1	2.59122959442572	2.90471849473935	42.614
1	2.7223966512134	4.32245699990115	52.773
1	3.31357700445471	3.2426812799066	44.851
1	3.0713131865991	2.76687513271374	41.766
1	3.67228765697965	3.45470689702688	63.01
1	3.1905025436649	2.76445177786469	39.977
1	2.55922681268925	3.20053636361687	48.437
1	2.44094971088286	3.41085888284625	62.944
1	5.7069128870361	3.83310927307515	62.361
1	2.55652118065584	3.15282078556282	53.754
1	2.33898503864575	3.89089105535981	70.636
1	4.01964403929835	3.28560118066049	52.862
1	3.54776575248275	2.86028876598719	40.328
1	4.641922699491	2.55266821611219	53.07
1	2.43263772427641	3.57357715768681	53.867
1	3.74217204427726	2.82916743418004	43.971
1	3.80569912408585	4.27403645322818	73.75
1	2.83962271229024	4.20536779687056	71.89
1	2.72223183803401	3.671042559555	55.151
1	3.10842948672653	2.97964361601112	40.546
1	5.63177321008365	3.23003712693577	42.821
1	2.97551853128432	4.27795411820419	74.34
1	2.43469670683148	4.02604429776365	52.143
1	6.12545581388168	3.02116406003658	51.929
1	2.61839933204546	3.72950898259119	66.216
1	2.79219212559762	3.40197542400774	65.815
1	3.84772180122957	3.77362756087017	55.448
1	5.1658454705581	3.29871645293952	58.065
1	4.84665230676837	3.90344308730428	70.85
1	3.47965926720196	3.95531473257819	69.26
1	2.82754206659327	3.96013966196001	72.16
1	2.31413831872215	3.70308997040009	64.274
1	4.24995365828569	3.90370919682789	69.21
1	2.98293544713851	2.77127922362731	44.6
1	2.06383469862396	3.18553797733498	56.48
1	3.25526133909547	4.39510663253032	53.886
1	3.05486825907892	3.20349851230071	45.815
1	3.42405046010771	4.02210108309511	68.7
1	2.83226160527408	3.13154160135448	35.4
1	2.71702348722764	3.93438512609999	69.521
1	3.05541981046031	3.98561360821433	70.35
1	2.63373033681366	4.09284292451341	69.82
1	2.96375508941085	3.09849701920418	40.973
1	4.42209473060231	3.89019529671504	53.696
1	4.9095554293793	4.02689065700032	73.06
1	3.78426656786977	3.08400239072348	65.042
1	3.88994724864621	3.22001723642861	45.083
1	2.32128126948852	3.5269639825025	49.552
1	3.40747652520349	4.25120065557361	74.72
1	3.24825802058848	4.43449086835605	73.78
1	3.277421355351	3.41017352648115	57.296
1	3.9304034920161	3.60879592864655	69.39
1	3.89705670010747	2.96188838986882	47.62
1	5.10416359313478	3.18308724099962	60.405
1	2.70037304326685	3.21739449350165	49.759
1	2.47420630747875	3.82082856000559	65.9
1	3.13506998151183	3.43985132551065	55.602
1	5.03276771677818	3.53790674825367	57.005
1	3.57769396354612	2.97805987911551	51.016
1	5.71005032902561	4.20126371287586	72.01
1	9.18045815876374	4.33857672354045	71.34
1	2.82492417029907	3.75613450884254	68.673
1	3.67772898841534	4.02140679139323	65.712
1	5.31020786736739	2.84478873958942	50.254
1	2.50296551490388	3.49601712489568	56.532
1	3.34359716647721	3.10210667169689	39.848
1	3.04525109796332	3.24883076794115	50.107
1	3.19390079705013	2.90274359447453	55.635
