group	size	x	y
1	3.58366295167999	2.93100030340142	31.997
1	2.64021610302714	3.36415478275528	64.82
1	3.6396057263838	3.40667928226323	48.303
1	3.0821547474346	3.63035430744579	34
1	4.28361797893119	3.85328233225476	65.142
1	3.62409833968217	4.08697263830624	70.93
1	3.31800591619517	4.03143759574841	69.54
1	2.16578072890179	4.10562172928569	56.923
1	5.73514185820155	2.8365402935719	41.216
1	3.5001051804636	4.04104537763161	70.25
1	2.71693695486875	2.97749454099889	42.618
1	2.93183651750209	3.33865019873058	43.428
1	2.89896623140847	3.23291576584681	61.93
1	2.33353609219687	2.99284235191855	51.52
1	6.32075894393463	3.52330229743376	55.665
1	3.39789928986489	3.62883197446838	69.51
1	3.09273126161352	2.85884507694668	37.814
1	2.84441062319238	2.55047690303059	42.045
1	3.21657956834293	2.69628092469075	43.415
1	3.18693434500453	3.1460062427396	42.643
1	4.15645165854687	4.12912525015498	71.3
1	2.59965800384626	3.07666547148941	39.475
1	2.87140477812746	3.14295781270513	41.716
1	3.3933492462956	3.65505140683357	57.924
1	14.7895335228783	2.68812961839756	44.50136
1	4.04077631312426	3.39660922336439	57.863
1	2.17987415990539	3.14818551888514	44.467
1	4.06926586508618	2.95246048690214	42.122
1	2.49268747058511	3.39177871758455	48.435
1	2.56194455980141	3.53919369697	62.842
1	2.96276626246439	3.23776219463864	44.93
1	2.99343290394124	3.73861330848472	67.13
1	3.32956113339639	3.71439313109482	65.246
1	3.53266510385162	4.0059037539735	69.9
1	3.06162524115476	4.13300572455237	72.35
1	2.08569457506515	3.48014918173533	39.693
1	2.91312696389783	3.22066691101895	53.459
1	3.06564574599109	3.61131048729748	54.64
1	4.62825842874035	3.22874310379055	46.992
1	2.81264454494642	3.57712440449197	52.307
1	2.21561703168972	2.76555081847731	37.485
1	2.6282999066923	2.58092023750837	40.158
1	4.48268914526874	2.62268684184979	40.059
1	3.0434801994512	3.97182498420755	68.75
1	5.4006077068176	4.02368388582586	70.51
1	2.31179399944363	3.82160910341721	40.489
1	2.27776864208379	2.77789803790876	33.896
1	6.25485085706456	4.11067261930134	70.3
1	3.33884983829596	3.07556196728497	46.452
1	3.43564520814997	3.77939377798269	69.51
1	3.00966168883186	3.43939024524837	46.954
1	2.86993531629882	2.83656061764481	35.753
1	2.37351952082708	2.71769909935403	34.488
1	2.96883677126641	3.25444874402785	43.59
1	2.70627907324846	3.36005481867163	48.041
1	2.89296032943856	3.67141800376416	67.65
1	3.56775091675158	3.87796765214183	67.96
1	2.1731676749399	4.0149470240296	73.68
1	12.561154334397	2.8184549604276	43.605
1	6.93127861428041	2.92905589293455	42.518
1	4.36762426191403	3.62193716809161	49.325
1	3.32825640981025	3.92125653563111	51.457
1	2.82499475979357	3.82161814697266	70.29
1	2.74368597803057	3.85160263257717	69.39
1	5.53241851592941	3.91611598019254	69.24
1	2.62800849005565	3.71983718762706	65.61
1	6.85099548391955	3.8180046943436	68.73
1	2.46329280398953	3.37069978646872	48.126
1	3.45522172525914	2.95277616187639	47.949
1	3.63334055991217	3.20996880223764	56.656
1	4.5449972014726	3.18648857807127	55.292
1	2.27071108175094	4.97981283941297	60.47
1	2.66998035299892	3.75698284338325	62.094
1	2.45244841969622	2.61468700310939	47.747
1	2.50860662400301	2.80222292500175	40.502
1	2.58269720309525	3.82975589956553	47.808
1	3.17754967544188	3.21573987623757	40.848
1	2.93639895598086	2.6313433883056	38.41
1	3.47433038406084	3.30896649802464	55.737
1	3.06664424269315	2.6956343031275	36.936
1	2.51674489274804	3.02362115947219	44.248
1	2.39686507010381	3.40296041844707	60.246
1	5.17635793142589	3.66101805971797	58.299
1	2.48320948294388	3.02380946388826	48.251
1	2.31914154337796	3.66741501210734	63.728
1	3.78700977125112	3.19488977990255	47.924
1	3.37807209630731	2.7456105755398	36.161
1	4.40675965191485	2.58883172559421	45.108
1	2.37139925025562	3.50149957999136	48.386
1	3.5886954274935	2.81451186163868	39.393
1	3.6988350519439	4.10689939099677	73.23
1	2.77247549068372	4.11977297258156	71.24
1	2.61325491287608	3.56042847046256	48.632
1	2.99336500812948	2.99902874983636	39.487
1	5.20523008867091	3.06104795881945	39.36
1	2.93775078210784	4.12873524872317	73.47
1	2.37363264976651	3.46607213528986	43.165
1	5.6100783497836	2.90490087418869	47.67
1	2.53288973543683	3.54857861149303	61.817
1	2.69216147549822	3.33203976552077	64.361
1	3.60289513311972	3.69522224658516	49.096
1	4.72699487751903	3.21736605095263	54.757
1	4.72719097999172	3.72743975876275	67.64
1	3.48375111710148	3.67467332414396	64.39
1	2.76600660010819	3.70828018887691	69.62
1	2.27099865398582	3.50156906572439	57.666
1	4.13899754445623	3.67531976192701	66.8
1	2.85730852889889	2.77631833699871	43
1	2.0362025092744	3.03001289415532	51.893
1	3.09535862021617	4.06544599828819	45.914
1	2.91000141310776	3.21879503886367	41.454
1	3.36257228355203	3.79862503975108	64.531
1	2.76918348011728	3.04791313314348	32.767
1	2.64443601472512	3.5652260934194	65.798
1	3.01312678062647	3.87396590108497	70.33
1	2.61172345534675	3.86936688136353	69.15
1	2.86144161736479	3.13655833769812	36.981
1	4.12030291563745	3.76108019138226	49.951
1	4.76425909085339	3.75540555493978	69.69
1	3.59563072384903	3.03119508639222	62.192
1	3.65320744800818	3.29216604939941	40.87
1	2.27598756343406	3.26862058610807	44.992
1	3.35765196808444	4.09094341913022	73.37
1	3.1736491495932	4.31029159428248	71.32
1	3.08313133320783	3.34104598531203	50.305
1	3.707005284657	3.26075784846008	65.2
1	3.62930875175635	2.8585394877151	44.246
1	4.6787289556969	3.00095403959985	56.061
1	2.60060378429313	3.02838204533119	43.922
1	2.45091300129101	3.69875488592133	64.9
1	3.01907162885195	3.22018740756113	49.579
1	4.70271349509206	3.36602488788039	52.098
1	3.36911485933553	2.88494920253419	45.344
1	5.61658365075862	4.0961163384234	70.76
