group	size	x	y
1	3.84194521048121	2.93064137492864	40.822
1	2.86075222061716	3.57274765208091	72
1	4.38731013244037	3.75445219758492	65.799
1	3.38565450175565	3.38564350176307	39.906
1	4.78475444314203	3.96093058123607	70.774
1	3.99495291382111	4.34022371952204	76.32
1	3.35921791844569	4.37452520554653	74.94
1	2.3113803902089	4.26773533640728	70.75
1	7.04789605449681	2.87620594555335	52.819
1	3.55256880200389	4.35267565600983	75.35
1	3.01390305547947	3.08843946061065	52.337
1	3.22390412635127	3.43991528243659	57.251
1	3.02537231095841	3.63489169330918	71.14
1	2.51779633652368	3.79280364302125	63.622
1	7.92508994876756	3.89248950957774	65.205
1	3.47978447044816	3.91591956003557	71.34
1	3.35990902137245	2.9600249053708	49.557
1	3.11569445561915	2.79366386151668	48.211
1	3.42908870782499	2.83498979258954	53.914
1	3.62301617554544	3.41541813933915	54.985
1	4.55123578283371	4.42531432820077	76.86
1	2.82648392216167	2.92679315360252	50.485
1	3.15603094996701	2.97881306150959	51.051
1	3.74574796587446	3.74406315737898	72.492
1	18.3200617863724	3.13953403709412	67.274
1	4.75563162035887	3.6904813000981	67.768
1	2.28694676023655	3.11924955698062	54.926
1	4.9501660672212	2.82786972355356	47.412
1	2.70173013656454	3.62337283343022	57.47
1	2.82048679990255	3.75050186248866	74.752
1	3.62153420884184	3.33384129986139	54.655
1	3.04264004869778	4.14058923594614	71.52
1	3.58154803850742	3.87696362982777	74.174
1	3.58711244634176	4.21246576751212	71.58
1	3.11580467594507	4.39995351440246	74.8
1	2.24834827054703	3.45940795439924	50.04
1	3.2730017022101	3.46237436190178	66.046
1	3.52663143509318	3.81169408495358	67.231
1	5.59979958992167	3.58944252170786	59.797
1	3.08398996916443	3.61704671552591	63.154
1	2.2628725921083	2.9853801296046	45.664
1	2.83769768574603	2.71694951956546	46.453
1	5.24818499214262	2.75871612386372	46.684
1	3.09409047809982	4.32512577745481	74.83
1	5.69515545586555	4.343732315784	76.34
1	2.44897409945594	4.07424608914852	60.19
1	2.44013316866234	2.78650927173848	49.265
1	6.36823577254695	4.39162635003408	74.847
1	3.86185681404195	2.9278865449821	55.729
1	3.56079949691747	4.20737927277307	76.67
1	3.33620062009734	3.62802969396312	60.782
1	3.1720005669675	2.9061046169924	45.552
1	2.46168967634587	2.86712285728205	41.245
1	3.18305375288223	3.26079047913757	53.636
1	3.02934560027542	3.48045203906351	64.492
1	3.16508770018198	4.30186461701644	76.2
1	3.61025464447477	4.11349145034739	69.58
1	2.21301219272379	4.43012677868692	77.23
1	15.9142159325222	2.98967788500985	58.553
1	8.44811636164681	3.24263010699728	60.137
1	5.56862942796257	3.82235649685219	63.04
1	4.0124849537374	4.06608625841883	65.044
1	2.92468723718671	4.14216620766251	74.36
1	3.00896665799082	4.23356666405139	75.6
1	5.73153563986757	4.28346484592075	76.42
1	2.74627540874489	3.80285835283347	71.77
1	7.47580295280423	4.3497813255084	78.67
1	2.82351051300839	3.64823115884918	65.869
1	4.27900272226249	3.13415697268215	59.339
1	4.16110146932253	3.61347101441374	70.647
1	5.19565825378472	3.9311062654171	69.81
1	2.67083047488994	4.4489910677682	74.174
1	2.86275268759636	3.73054741295915	67.926
1	2.61497596588438	2.88873715307069	57.18
1	2.73680003442097	2.7042482283709	46.027
1	2.95860199963672	4.07079822499023	66.234
1	3.60688663662293	3.06274813043253	49.35
1	3.38126025361237	2.80312742070559	47.457
1	3.9995378046771	3.72014297801091	69.5
1	3.36418959322119	2.83516501572141	46.364
1	2.66156427724351	3.15277850725301	56.145
1	2.49137384839437	3.67975366815973	68.74
1	6.43533767796828	3.93892761043006	69.498
1	2.69310510738972	3.36884604933009	60.222
1	2.35380833996909	4.06939093934078	74.865
1	4.37350110995203	3.44012901072245	62.677
1	3.77565400333329	2.59092670732778	42.861
1	5.0543884655281	2.5854607295085	58.339
1	2.54709992154937	3.56746530390834	60.835
1	4.0946837915344	2.8896559703455	52.537
1	3.89437920692373	4.37385545037759	76.83
1	2.89460512294016	4.27891794551479	74.32
1	2.89833093394886	3.47070213409721	62.008
1	3.33677349134782	2.82497147594026	44.555
1	6.47474557971666	3.14145904337212	46.886
1	3.0068944268214	4.49887511143166	75.89
1	2.61391265527864	4.25804368772363	67.734
1	7.08240225303732	3.23164454298501	58.245
1	2.7341649692355	3.84725046841405	71.523
1	2.96964571674774	3.60193790430491	67.378
1	4.22432288873259	3.8035215342233	64.134
1	5.83826476343224	3.34037172540222	64.151
1	5.04278763754141	3.95819829002402	70.98
1	3.55613262336605	4.11525456918159	74.06
1	2.91191984774413	4.0892458222016	74.63
1	2.35121609320189	3.72455254077511	71.913
1	4.3578681397384	3.9866048478327	69.53
1	3.24312610858514	2.92839135411027	44.02
1	2.11172446879553	3.18084970494792	61.728
1	3.89142396819406	4.32630024240411	66.295
1	3.32186701991769	3.15888114005758	55.769
1	3.50111897926788	4.20060096717612	71.218
1	2.96741231388614	3.11208453770578	40.006
1	2.81969896635922	4.27557693735977	73.56
1	3.12373639929618	4.08052791469559	71.08
1	2.68071728289798	4.27134280866535	72.25
1	3.29847228076294	3.0387174850598	44.501
1	4.96891828274617	3.89353004313795	60.834
1	5.0884729254623	4.19769351034863	76.9
1	4.00955960969873	3.27341031841906	69.011
1	4.46184713431018	3.17834925734412	51.744
1	2.42041515936921	3.60041086772391	57.678
1	3.4333473903974	4.37267140473045	77.19
1	3.27248479449626	4.48118031842363	77.41
1	3.65763209038372	3.49370535205919	66.974
1	4.1999909651783	4.04354152996952	73.4
1	4.37625491996548	2.92003044384127	51.535
1	5.60359539780326	3.47460284330426	66.084
1	2.87194698060496	3.07997721529327	56.941
1	2.52723697536841	3.86856202763531	69.582
1	3.37235748656161	3.58097276778054	66.894
1	5.6026061034265	3.70663617901385	63.108
1	3.93402840291931	2.79079476079839	51.509
1	5.73982044648988	4.33575443700302	75.007
1	9.72299924242023	4.47544382010215	75.02
1	2.85643550857769	3.87229609708263	71.918
1	4.09427331119497	3.99491448613596	70.19
1	5.92713702304457	2.91423705405801	62.82
1	2.6330902731764	3.70818264288109	67.046
1	3.65588895222534	3.29484998566756	52.922
1	3.33122639367217	3.08397360825901	50.821
1	3.49994285009382	2.84890145668142	62.351
