group	size	x	y
1	4.33383197664022	2.80300712218037	41.763
1	2.90970367671692	3.50420634541484	72.95
1	4.66993711237843	3.68099642996904	69.152
1	3.5529504802471	3.35738990072978	40.963
1	4.98007354590982	4.04009900857932	73.275
1	4.13235463691428	4.43133057265871	78.83
1	3.4028937035059	4.46383210379552	77.51
1	2.36376857843628	4.30732521298902	73.925
1	7.50319534161059	2.9880101843097	59.412
1	3.5784337132466	4.44029806949553	77.53
1	3.21480711370102	3.09095437371205	54.777
1	3.36950882231509	3.52194094173334	62.05
1	2.93355968459419	3.67818646800884	73.244
1	2.60232733116275	3.93687260656924	52.556
1	8.43420642802282	3.90080288831112	69.388
1	3.40255922284856	3.77600261099969	70.32
1	3.59030201756833	2.97602652785581	50.324
1	3.22041003234132	2.66568898634558	45.326
1	3.69719069736103	2.86586475706223	56.534
1	3.86368424156194	3.22899991504306	52.199
1	4.72611979039496	4.46172245769608	78.61
1	2.94526610014349	2.86952877630843	46.066
1	3.35769024528182	3.00214936075993	51.573
1	3.89013640281356	4.00509695770942	75.816
1	19.3847067663157	3.35969021328296	70.426
1	5.03943943711119	3.78656416296411	70.313
1	2.33909519684638	3.06952684870363	60.66
1	5.42490644543092	2.49441679392038	42.587
1	2.82065688100494	3.54209863597563	52.962
1	2.92178723686443	3.82458432359807	77.26
1	3.89182806839632	3.25194598771714	47.991
1	3.03794983728116	3.99456368956363	73.68
1	3.63826085823281	3.73495899494029	76.151
1	3.58626924769049	4.2054348319286	74.01
1	3.13292011051419	4.47427959169049	76.11
1	2.2965454035079	3.27761310666527	53.157
1	3.39608863755107	3.55800031947567	69.957
1	3.70649284390548	3.87095700780234	72.312
1	6.02928871511996	3.62046730436524	67.217
1	3.18587873028361	3.71221396789169	69.535
1	2.30554916926935	3.44939828336542	48.245
1	2.99117488877474	2.96069466450231	53.378
1	5.8332526449881	2.71255660559339	49.402
1	3.11661717359216	4.37518700371537	77.13
1	5.79337145721187	4.41312844169945	78.64
1	2.51183151857178	4.16799164788718	60.461
1	2.53749047154731	2.81539852861878	55.861
1	6.48734500142085	4.44387110838644	77.34
1	4.12387096112303	3.00227227244485	58.556
1	3.60181191307839	4.27294795225229	77.869
1	3.54731157585714	3.67064598120892	66.322
1	3.40104978341797	2.93924449533036	51.455
1	2.52778940339263	2.90127544770125	44.873
1	3.29768550489233	3.12766413697526	56.671
1	3.19460259191941	3.49974959810783	67.659
1	3.25752621608944	4.45297615540202	80
1	3.58192435570681	4.06865986739997	71.04
1	2.22779258804184	4.44810468618315	78.95
1	17.3499824263972	3.16400094721034	61.765
1	8.99642920043979	3.49406210213458	66.041
1	5.94279446669011	3.91716877724031	68.042
1	4.25611841547862	3.48802018600138	58.811
1	2.94145291245567	4.38955495174527	76.122
1	3.15947248850169	4.32007582162183	78.269
1	5.75613949066139	4.39225759185182	78.82
1	2.77924657547843	3.85259737781757	72.262
1	7.56184620154826	4.45964251194375	80.69
1	3.04756846963104	3.56174275554633	69.772
1	4.63248620566766	3.13369376454073	54.407
1	4.29977154488434	3.2280811463719	67.727
1	5.36610490874582	4.20394427391255	74.647
1	2.64731682189559	4.60531172711223	76.156
1	2.9100209887313	3.94225435718384	70.265
1	2.68735418257462	3.07413887871439	55.558
1	2.72525627063634	2.78474132397179	42.221
1	3.07459630140994	3.97623283925911	71.555
1	3.86165970512426	2.99400722584187	54.978
1	3.59548096174362	2.84027915663416	47.495
1	4.23974382134533	4.00573416985715	71.938
1	3.5136865754874	2.89776889255363	49.903
1	2.76547634649783	3.17118101643639	60.43
1	2.51747212977633	3.87073770932658	70.736
1	6.85260059660018	3.98977441733577	73.67
1	2.77346933595109	3.27926807221425	63.625
1	2.39426705746511	3.81060972975025	75.445
1	4.64485587652444	3.47452247332618	67.66
1	4.01615326008125	2.674260312831	46.344
1	5.25756424936131	2.61804809671209	60.328
1	2.64910238778923	3.59101162654969	58.909
1	4.37421096134528	3.00470481892391	59.426
1	3.95433896002543	4.48066982350009	78.03
1	2.94262064550309	4.3232606368112	77.55
1	3.05729679075079	3.35276562601556	68.426
1	3.53634554979415	2.76365646909402	51.313
1	7.10702194242521	3.21083767029686	47.464
1	3.03333250276435	4.61577297830881	78.32
1	2.73916746731095	4.2945115449614	72.499
1	7.77018243529357	3.31161624650109	61.818
1	2.81065318384563	3.85209507308631	73.738
1	3.11878442660088	3.62812318939961	69.4
1	4.46295285309829	3.76628995242336	68.386
1	6.29147524086834	3.40424084640125	68.564
1	5.07947999105643	4.00687591176845	72.75
1	3.5750542898884	4.24652397692489	75.97
1	2.95340830166068	4.23043444380268	74.917
1	2.39181614798483	3.7833275723403	74.772
1	4.35140285696594	3.86608329429534	69.72
1	3.32569398844022	2.77081116034997	36.087
1	2.14502452099367	3.12680523801102	63.306
1	4.28070971206294	4.31358652885387	70.533
1	3.52583903508861	3.14375414181745	60.187
