group	size	x	y
1	4.79659699563566	2.98881764549129	43.828
1	2.93270692906157	3.77356920876217	76.423
1	4.8592984291383	3.79402544509666	72.301
1	3.74272785325118	3.68099065562682	42.731
1	5.14449923121858	4.10650977201769	75.32
1	4.23744349983334	4.53700472145269	81.235
1	3.41422427599781	4.55782580062219	79.829
1	2.39919759614435	4.47415867018597	75.635
1	8.07881929422806	3.143406361057	64.062
1	3.59334156335545	4.52753459151331	79.441
1	3.40363244886078	3.1587498285201	56.728
1	3.49195483910909	3.58230625931688	65.554
1	3.05060891362222	3.87194045947979	74.852
1	2.62290201363914	4.09933015629768	50.728
1	8.8317590975659	3.95740617340857	72.39
1	3.33587436349761	4.02860349094832	73.005
1	3.87226017767714	3.08530235219712	52.295
1	3.43069660225128	2.63353984732021	49.58
1	3.85946376615186	3.23395473727517	59.723
1	4.08168822205271	3.31007599301138	50.43
1	4.86174327937539	4.56013669242519	80.653
1	3.02896777887542	2.848814873635	44.741
1	3.58146787021068	3.23148583131337	50.651
1	3.99664523916279	4.11963981438709	78.553
1	20	3.69540416674661	72.961
1	5.29430471907002	3.84550611104731	72.889
1	2.39993153485079	2.99394204506796	65.152
1	5.98244100553474	2.44334414004637	46.462
1	2.95870003781596	3.56021253312911	55.322
1	3.00049727664427	3.98430499758718	78.782
1	4.10032014130495	3.18885823537455	48.328
1	3.04370022526908	4.16492428251317	75.748
1	3.67048862151618	3.95173097080165	78.273
1	3.58068593851463	4.35856884462783	76.486
1	3.15274934968515	4.54750911081685	78.332
1	2.32744331410886	3.31858116595608	54.791
1	3.50837226710972	3.77998406330737	72.235
1	3.83444119045226	3.83716291957619	74.994
1	6.43927063712737	3.74672610693845	71.338
1	3.30015817821453	3.75802981175127	71.878
1	2.34740568902545	4.08472243900371	51.579
1	3.0912634057083	2.80710831941093	58.04
1	6.33417298817499	2.83935583435696	52.947
1	3.12800758384959	4.52123074598148	79.313
1	5.87223909541579	4.48387269225076	80.657
1	2.58543253616266	4.12078722664154	56.735
1	2.63253677549622	2.87665060639063	59.448
1	6.49800772273944	4.50745611553653	79.406
1	4.36758991065192	3.1230701584329	60.022
1	3.61737635389474	4.43993889119905	79.483
1	3.75344218071543	3.71483669984604	70.259
1	3.55869833095564	2.9743524119827	56.007
1	2.58902554490292	2.76285235400399	46.388
1	3.44030840712236	3.0797733480287	60.916
1	3.35059113705293	3.55002410662006	70.198
1	3.30400062003936	4.59906367268864	82.208
1	3.55935192074137	4.2554882582211	73.338
1	2.24380805771593	4.55847803563392	81.757
1	18.5173146055055	3.38955773121288	64.698
1	9.41034265017439	3.54908318988216	70.65
1	6.12925543127017	4.06467188236304	70.964
1	4.59657738065447	3.65041068311967	59.545
1	2.99744757400895	4.60933819969144	78.885
1	3.25074354308105	4.40693643553008	80.745
1	5.77793377248125	4.45590597950278	80.546
1	2.81753485857358	3.86456330372846	72.567
1	7.59513346457022	4.50045697098462	82.603
1	3.2135031305132	3.65508665949928	72.535
1	4.95551375081367	3.16531831968284	54.11
1	4.38971574025656	3.20223362703668	67.297
1	5.46930709517476	4.3682522837381	78.623
1	2.77517590233896	4.67492531406996	77.588
